83;IB0IB00528*YAF*10;YAF;10;91;1;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;4454.709;;1;;2;
84;IB0IB00347*PNR*14;PNR;14;64;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
85;IB0IB00347*PNR*16;PNR;16;64;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
86;IB0IB00456*YAF*8;YAF;8;;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;5;3181.935;;1;;2;
87;IB0IB00457*ZGT*8;ZGT;8;;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;0;3181.935;;1;;2;
88;IB0IB00457*ZGT*12;ZGT;12;87;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;3181.935;;1;;2;
89;IB0IB00457*ZGT*14;ZGT;14;87;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;3181.935;;1;;2;
90;IB0IB00457*ZGT*16;ZGT;16;87;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;3181.935;;1;;2;
91;IB0IB00528*YAF*8;YAF;8;;1;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;6;4454.709;;1;;2;
92;IG0IG00560*0GJ*10;0GJ;10;96;2;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;94% Органический хлопок, 6% Эластан;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;5091.096;;1;;2;
93;IG0IG00560*0GJ*12;0GJ;12;96;2;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;94% Органический хлопок, 6% Эластан;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;5091.096;;1;;2;
94;IB0IB00457*ZGT*10;ZGT;10;87;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;3181.935;;1;;2;
95;IG0IG00564*YAF*8;YAF;8;;2;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;0;5091.096;;1;;2;
96;IG0IG00560*0GJ*8;0GJ;8;;2;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;94% Органический хлопок, 6% Эластан;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;5;5091.096;;1;;2;
97;IG0IG00560*0GJ*14;0GJ;14;96;2;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;94% Органический хлопок, 6% Эластан;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;5091.096;;1;;2;
98;IG0IG00560*0GJ*16;0GJ;16;96;2;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;94% Органический хлопок, 6% Эластан;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;БАНГЛАДЕШ;;5091.096;;1;;2;
99;IB0IB00456*C65*8;C65;8;;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;0;3181.935;;1;;2;
100;IB0IB00456*C65*12;C65;12;99;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
101;IB0IB00456*C65*14;C65;14;99;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
102;IB0IB00456*C65*16;C65;16;99;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
103;IG0IG00615*BEH*14;BEH;14;111;2;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
104;IG0IG00615*BEH*16;BEH;16;111;2;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
105;IB0IB00456*C65*10;C65;10;99;1;Calvin Klein Jeans;Одежда;Футболка с коротким рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;3181.935;;1;;2;
106;IG0IG00562*YAF*8;YAF;8;;2;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;5;5091.096;;1;;2;
107;IG0IG00562*YAF*10;YAF;10;106;2;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;5091.096;;1;;2;
108;IG0IG00562*YAF*12;YAF;12;106;2;Calvin Klein Jeans;Одежда;Футболка с длинным рукавом;100% Органический хлопок;ДЖУНИОР РЕПАБЛИК ООО;Calvin Klein Europe B.V.;ШРИ-ЛАНКА;;5091.096;;1;;2;
